ID,nama_negara,nama,cabang_olahraga,jumlah_partisipasi_olimpiade,olimpiade_pertama,tahun_lahir
4499,spain,unai aguirre,water polo,2,tokyo 2020,2002
4500,spain,unai biel lara,water polo,1,paris 2024,2002
4501,slovenia,urban lesjak,handball,2,rio 2016,1990
4502,slovenia,urh kastelic,handball,1,paris 2024,1996
4503,serbia,uros kovacevic,volleyball,2,london 2012,1993
4504,serbia,uros plavsic,basketball,1,paris 2024,1998
4505,poland,urszula los,cycling track,2,tokyo 2020,1994
4506,nigeria,usheoritse itsekiri,athletics,2,tokyo 2020,1998
4507,spain,usman garuba,basketball,2,tokyo 2020,2002
4508,japan,uta abe,judo,2,tokyo 2020,2000
4509,japan,uta kobayashi,artistic swimming,1,paris 2024,2002
4510,samoa,vaa apelu maliko,rugby sevens,1,paris 2024,1998
4511,kazakhstan,vadim sharlaimov,fencing,1,paris 2024,1996
4512,austria,valentin bayer,swimming,1,paris 2024,1999
4513,uruguay,valentin grille,rugby sevens,1,paris 2024,1998
4514,france,valentin porte,handball,3,rio 2016,1990
4515,france,valentin tabellion,cycling track,1,paris 2024,1999
4516,slovenia,valentina klemencic,handball,1,paris 2024,2002
4517,argentina,valentina raposo ruiz de los llanos,hockey,2,tokyo 2020,2003
4518,france,valentine fortin,cycling track,2,tokyo 2020,1999
4519,france,valentine heurtaux,water polo,1,paris 2024,2005
4520,ukraine,valentyn rubchynskyi,football,1,paris 2024,2002
4521,italy,valeria palmieri,water polo,1,paris 2024,1993
4522,france,valeriane ayayi,basketball,3,rio 2016,1994
4523,ukraine,valeriia peremeta,rhythmic gymnastics,1,paris 2024,2007
4524,hungary,vanda valyi,water polo,2,tokyo 2020,1999
4525,belgium,vanessa blockmans,hockey,1,paris 2024,2002
4526,canada,vanessa gilles,football,2,tokyo 2020,1996
4527,serbia,vanja marinkovic,basketball,1,paris 2024,1997
4528,samoa,vaovasa afa,rugby sevens,1,paris 2024,1991
4529,france,varian pasquet,rugby sevens,1,paris 2024,1999
4530,portugal,vasco vilaca,triathlon,1,paris 2024,1999
4531,greece,vasileios toliopoulos,basketball,1,paris 2024,1996
4532,serbia,vasilije micic,basketball,1,paris 2024,1994
4533,montenegro,vasilije radovic,water polo,1,paris 2024,2003
4534,greece,vasiliki plevritou,water polo,1,paris 2024,1998
4535,greece,vasilis charalampopoulos,basketball,1,paris 2024,1997
4536,georgia,vazha margvelashvili,judo,3,rio 2016,1993
4537,türkiye,vedat albayrak,judo,2,tokyo 2020,1993
4538,finland,veera manninen,equestrian,1,paris 2024,2000
4539,spain,vega gimeno,3x3 basketball,1,paris 2024,1991
4540,serbia,velimir stjepanovic,swimming,4,london 2012,1993
4541,italy,verena steinhauser,triathlon,2,tokyo 2020,1994
4542,fiji,verenaisi ditavutu,rugby sevens,1,paris 2024,1999
4543,canada,verica bakoc,water polo,1,paris 2024,1999
4544,united states of america,vernon norwood,athletics,2,tokyo 2020,1992
4545,south africa,veroeshka grain,rugby sevens,1,paris 2024,1990
4546,croatia,veron nacinovic,handball,1,paris 2024,2000
4547,kenya,veronica adhiambo oluoch,volleyball,1,paris 2024,1999
4548,italy,veronica bumbaca,rowing,1,paris 2024,1999
4549,kenya,veronica kamumbe mutua,athletics,1,paris 2024,1992
4550,norway,veronica kristiansen,handball,3,rio 2016,1990
4551,italy,veronica toniolo,judo,1,paris 2024,2003
4552,norway,vetle bergsvik thorn,triathlon,1,paris 2024,1999
4553,norway,vetle eck aga,handball,1,paris 2024,1993
4554,ireland,vicki elmes kinlan,rugby sevens,1,paris 2024,2003
4555,france,victoire arnaud,hockey,1,paris 2024,2001
4556,france,victoire berteau,cycling road,2,tokyo 2020,2000
4557,france,victor charlet,hockey,1,paris 2024,1993
4558,denmark,victor gairy aasmul,canoe sprint,1,paris 2024,1999
4559,belgium,victor wegnez,hockey,2,tokyo 2020,1995
4560,france,victor wembanyama,basketball,1,paris 2024,2004
4561,brazil,victoria borges,rhythmic gymnastics,1,paris 2024,2002
4562,ireland,victoria catterson,swimming,1,paris 2024,2001
4563,new zealand,victoria esson,football,2,tokyo 2020,1991
4564,norway,victoria gulliksen,equestrian,1,paris 2024,1992
4565,austria,victoria max-theurer,equestrian,6,athens 2004,1985
4566,great britain,victoria ohuruogu,athletics,1,paris 2024,1993
4567,argentina,victoria sauze valdez,hockey,2,tokyo 2020,1991
4568,romania,victoria stefania petreanu,rowing,1,paris 2024,2003
4569,france,viktor lockwood,hockey,1,paris 2024,1992
4570,serbia,viktor rasovic,water polo,1,paris 2024,1993
4571,germany,viktoria huse,hockey,2,tokyo 2020,1995
4572,hungary,viktoria lukacs,handball,2,tokyo 2020,1995
4573,norway,vilde ingstad,handball,1,paris 2024,1994
4574,angola,vilma pegado nenganga,handball,2,rio 2016,1996
4575,hungary,vince pal vigvari,water polo,1,paris 2024,2003
4576,france,vincent gerard,handball,3,rio 2016,1986
4577,kenya,vincent onyala,rugby sevens,2,tokyo 2020,1996
4578,belgium,vincent vanasch,hockey,4,london 2012,1987
4579,italy,vincenzo abbagnale,rowing,2,tokyo 2020,1993
4580,italy,vincenzo renzuto jodice,water polo,2,tokyo 2020,1993
4581,germany,viola leuchter,handball,1,paris 2024,2004
4582,italy,viola scotto di carlo,swimming,1,paris 2024,2003
4583,czechia,vit hlavac,athletics,2,tokyo 2020,1997
4584,india,vithya ramraj,athletics,1,paris 2024,1998
4585,brazil,vitor benite,basketball,2,rio 2016,1990
4586,brazil,vitor ishiy,table tennis,2,tokyo 2020,1995
4587,brazil,vitoria yaya,football,1,paris 2024,2002
4588,italy,vittoria guazzini,cycling track,2,tokyo 2020,2000
4589,brazil,vittoria lopes,triathlon,2,tokyo 2020,1996
4590,india,vivek sagar prasad,hockey,2,tokyo 2020,2000
4591,netherlands,vivian sevenich,water polo,2,tokyo 2020,1993
4592,brazil,viviane lyra,athletics,1,paris 2024,1993
4593,germany,vivien endemann,football,1,paris 2024,2001
4594,romania,vlad-luca georgescu,water polo,1,paris 2024,1999
4595,ukraine,vlada kharkova,fencing,1,paris 2024,1996
4596,montenegro,vladan spaic,water polo,2,tokyo 2020,1997
4597,italy,vladimir aceti,athletics,2,tokyo 2020,1998
4598,serbia,vladimir misovic,water polo,1,paris 2024,2001
4599,uzbekistan,vladimir nazarov,football,1,paris 2024,2002
4600,serbia,vladimir torubarov,canoe,2,rio 2016,1993
4601,montenegro,vlado popadic,water polo,2,tokyo 2020,1996
4602,ukraine,vladyslav veleten,football,1,paris 2024,2002
4603,ukraine,volodymyr saliuk,football,1,paris 2024,2002
4604,serbia,vuk todorovic,volleyball,1,paris 2024,1998
4605,austria,wachid borchashvili,judo,1,paris 2024,1998
4606,fiji,waisea nacuqu,rugby sevens,2,tokyo 2020,1993
4607,japan,waka kobori,swimming,2,tokyo 2020,2000
4608,japan,wakaba hara,rugby sevens,2,tokyo 2020,2000
4609,france,walide khyar,judo,2,rio 2016,1995
4610,united states of america,walker zimmerman,football,1,paris 2024,1993
4611,people's republic of china,wanyu wang,rugby sevens,2,tokyo 2020,1997
4612,japan,wataru tanigawa,artistic gymnastics,2,tokyo 2020,1996
4613,people's republic of china,wen dan,hockey,1,paris 2024,1999
4614,people's republic of china,wenbo lu,3x3 basketball,1,paris 2024,1997
4615,people's republic of china,wenchao kao,archery,1,paris 2024,2000
4616,bahamas,wendell miller,athletics,1,paris 2024,2003
4617,france,wendie renard,football,3,london 2012,1990
4618,people's republic of china,wenxin dong,water polo,1,paris 2024,2001
4619,south sudan,wenyen gabriel,basketball,1,paris 2024,1997
4620,people's republic of china,wenyu xu,hockey,2,tokyo 2020,1995
4621,côte d'ivoire,whitney tie,athletics,1,paris 2024,1999
4622,poland,wiktoria knap,equestrian,1,paris 2024,1999
4623,paraguay,wilder viera,football,1,paris 2024,2002
4624,poland,wilfredo leon,volleyball,2,tokyo 2020,1993
4625,australia,will scott magnay,basketball,1,paris 2024,1998
4626,netherlands,willem greve,equestrian,2,tokyo 2020,1983
4627,great britain,william calnan,hockey,1,paris 2024,1996
4628,canada,william emard,artistic gymnastics,1,paris 2024,2000
4629,australia,william matthew,equestrian,1,paris 2024,1993
4630,brazil,willian lima,judo,1,paris 2024,2000
4631,spain,willy hernangomez,basketball,3,rio 2016,1994
4632,belgium,wilm vermeir,equestrian,1,paris 2024,1979
4633,mali,wilson samake,football,1,paris 2024,2004
4634,france,wissam-amazigh yebba,swimming,1,paris 2024,2000
4635,germany,wolf-niclas schroeder,rowing,1,paris 2024,1996
4636,republic of korea,won jin kim,judo,3,rio 2016,1992
4637,republic of korea,woojin jang,table tennis,2,tokyo 2020,1995
4638,republic of korea,woojin kim,archery,3,rio 2016,1992
4639,republic of korea,woomin kim,marathon swimming,2,tokyo 2020,2001
4640,republic of korea,wooseok lee,archery,1,n/a,1997
4641,netherlands,worthy de jong,3x3 basketball,1,paris 2024,1988
4642,spain,xabi lopez-arostegui,basketball,2,tokyo 2020,1997
4643,netherlands,xan de waard,hockey,3,rio 2016,1995
4644,canada,xander ketrzynski,volleyball,1,paris 2024,2000
4645,spain,xantal gine,hockey,3,rio 2016,1992
4646,netherlands,xavi mo-ajok,athletics,1,paris 2024,2002
4647,spain,xavier gispert,hockey,1,paris 2024,1999
4648,dominican republic,xavier valdez,football,1,paris 2024,2003
4649,germany,xenia smits,handball,1,paris 2024,1994
4650,people's republic of china,xia ding,volleyball,3,rio 2016,1990
4651,people's republic of china,xianghong he,athletics,1,paris 2024,1998
4652,people's republic of china,xiangyu gong,volleyball,3,rio 2016,1997
4653,people's republic of china,xiao chen,water polo,2,tokyo 2020,1999
4654,people's republic of china,xiao wang,rugby sevens,1,paris 2024,1998
4655,people's republic of china,xiaodan ma,rugby sevens,1,paris 2024,1998
4656,people's republic of china,xiaolei yang,archery,2,tokyo 2020,2000
4657,germany,xiaona shan,table tennis,3,rio 2016,1983
4658,people's republic of china,xiaoqian liu,rugby sevens,2,tokyo 2020,1996
4659,people's republic of china,xiaotong cui,rowing,2,tokyo 2020,1994
4660,people's republic of china,xiaoxin liu,rowing,2,tokyo 2020,1997
4661,people's republic of china,xingye xu,rowing,1,paris 2024,1998
4662,people's republic of china,xinjie ji,swimming,2,tokyo 2020,1997
4663,people's republic of china,xinrong dou,rugby sevens,1,paris 2024,2001
4664,people's republic of china,xinyi ding,rhythmic gymnastics,1,paris 2024,2004
4665,people's republic of china,xinyu luo,basketball,1,paris 2024,2001
4666,people's republic of china,xinyue yuan,volleyball,3,rio 2016,1996
4667,people's republic of china,han xu,basketball,2,tokyo 2020,1999
4668,people's republic of china,xuan wang,bobsleigh,1,beijing 2022,1998
4669,people's republic of china,xueer wang,swimming,2,rio 2016,1998
4670,france,yacine louati,volleyball,2,tokyo 2020,1992
4671,brazil,yago santos,basketball,1,paris 2024,1999
4672,egypt,yahia omar,handball,2,tokyo 2020,1997
4673,australia,yale steinepreis,canoe sprint,1,paris 2024,1997
4674,israel,yam wolczak,judo,1,paris 2024,2003
4675,people's republic of china,yan wang,archery,1,paris 2024,2000
4676,people's republic of china,yan zhou,rugby sevens,1,paris 2024,1998
4677,people's republic of china,yang chen,hockey,3,rio 2016,1997
4678,people's republic of china,yang liu,artistic gymnastics,3,rio 2016,1994
4679,people's republic of china,yang lyu,rowing,3,rio 2016,1993
4680,france,yanis lenne,handball,1,paris 2024,1996
4681,france,yann le goff,swimming,1,paris 2024,2003
4682,france,yannick borel,fencing,4,london 2012,1988
4683,germany,yannick wolf,athletics,1,paris 2024,2000
4684,people's republic of china,yanning xiao,artistic swimming,2,tokyo 2020,1998
4685,people's republic of china,yaoyao gu,rugby sevens,2,tokyo 2020,1995
4686,people's republic of china,yaqin zhou,artistic gymnastics,1,paris 2024,2005
4687,egypt,yara elsharkawy,fencing,2,tokyo 2020,1999
4688,netherlands,yara ten holte,handball,1,paris 2024,1999
4689,brazil,yasmim,football,1,paris 2024,1996
4690,brazil,yasmim soares,rugby sevens,1,paris 2024,1999
4691,switzerland,yasmin giger,athletics,2,tokyo 2020,1999
4692,egypt,yassin khodir,fencing,1,paris 2024,2005
4693,morocco,yassine kechta,football,1,paris 2024,2002
4694,people's republic of china,yaxin liu,swimming,3,rio 2016,1999
4695,people's republic of china,yayi zhang,artistic swimming,1,paris 2024,1997
4696,egypt,yehia elderaa,handball,3,rio 2016,1995
4697,kazakhstan,yeldos smetov,judo,3,rio 2016,1992
4698,azerbaijan,yelyzaveta luzan,rhythmic gymnastics,2,tokyo 2020,2003
4699,republic of korea,yeonkyung hur,swimming,1,paris 2024,2005
4700,republic of korea,yerin jung,judo,1,paris 2024,1996
4701,kazakhstan,yerlik sertay,fencing,1,paris 2024,1998
4702,morocco,yessin rahmouni,equestrian,2,tokyo 2020,1984
4703,people's republic of china,yi chen,hockey,2,tokyo 2020,1997
4704,chinese taipei,yi-ching chiu,archery,1,paris 2024,2003
4705,people's republic of china,yi dong,canoe sprint,1,paris 2024,2002
4706,people's republic of china,yi gao,volleyball,1,paris 2024,1998
4707,netherlands,yibbi jansen,hockey,1,paris 2024,1999
4708,people's republic of china,yihan zhang,artistic gymnastics,1,paris 2024,2008
4709,people's republic of china,yineng shen,water polo,2,tokyo 2020,1995
4710,people's republic of china,ying zhang,hockey,2,tokyo 2020,1998
4711,people's republic of china,yingsha sun,table tennis,2,tokyo 2020,2000
4712,people's republic of china,yingying li,volleyball,2,tokyo 2020,2000
4713,colombia,yirleidys minota,football,1,paris 2024,2002
4714,people's republic of china,yiting yu,swimming,2,tokyo 2020,2005
4715,people's republic of china,yiwen lu,water polo,2,tokyo 2020,1996
4716,people's republic of china,yiwen sun,fencing,3,rio 2016,1992
4717,people's republic of china,yixin zheng,volleyball,1,paris 2024,1995
4718,brazil,yoandy leal hidalgo,volleyball,2,tokyo 2020,1988
4719,france,yohann ndoye-brouard,swimming,2,tokyo 2020,2000
4720,france,yohanna lhopital,hockey,1,paris 2024,1999
4721,france,yolaine yengo,rugby sevens,1,paris 2024,1993
4722,dominican republic,yonkaira paola pena isabel,volleyball,2,tokyo 2020,1993
4723,japan,yoshiaki oiwa,equestrian,5,beijing 2008,1976
4724,japan,yoshihide kiryu,athletics,3,rio 2016,1995
4725,japan,yoshihiro noguchi,rugby sevens,1,paris 2024,1994
4726,japan,yoshitaku nagasako,cycling,3,rio 2016,1993
4727,japan,yoshiyuki koga,rugby sevens,1,paris 2024,1998
4728,republic of korea,young mi kang,fencing,3,rio 2016,1985
4729,republic of korea,young shik hwang,equestrian,1,paris 2024,1990
4730,egypt,youssef abdel-aziz,table tennis,1,paris 2024,2000
4731,iraq,youssef amyn,football,1,paris 2024,2003
4732,france,ysaora thibus,fencing,4,london 2012,1991
4733,japan,yu asai,hockey,3,rio 2016,1996
4734,people's republic of china,yu feng,artistic swimming,2,tokyo 2020,1999
4735,japan,yu hirakawa,football,1,paris 2024,2001
4736,chinese taipei,yu-hsuan tai,archery,1,paris 2024,2002
4737,people's republic of china,yu hu,rugby sevens,1,paris 2024,1999
4738,japan,yu okudaira,rugby sevens,1,paris 2024,1999
4739,people's republic of china,yu zhou,cycling track,1,paris 2024,1999
4740,people's republic of china,yuan li,basketball,2,tokyo 2020,2000
4741,people's republic of china,yuanbo zhu,3x3 basketball,1,paris 2024,1993
4742,people's republic of china,yuanyuan wang,volleyball,2,tokyo 2020,1997
4743,republic of korea,shin yu-bin,table tennis,2,tokyo 2020,2004
4744,japan,yudai baba,basketball,2,tokyo 2020,1995
4745,japan,yudai nagano,fencing,2,tokyo 2020,1998
4746,people's republic of china,yue sun,rugby sevens,1,paris 2024,1999
4747,people's republic of china,yueru li,basketball,2,tokyo 2020,1999
4748,people's republic of china,yuewen sun,canoe sprint,1,paris 2024,1994
4749,people's republic of china,yufang guo,cycling track,2,tokyo 2020,1999
4750,people's republic of china,zhang yufei,swimming,3,rio 2016,1998
4751,japan,yui hasegawa,football,2,tokyo 2020,1997
4752,japan,yuji nishida,volleyball,2,tokyo 2020,2000
4753,people's republic of china,yujie cheng,swimming,1,tokyo 2020,2005
4754,japan,yuka ueno,fencing,2,tokyo 2020,2001
4755,japan,ishikawa yuki,volleyball,2,tokyo 2020,1995
4756,japan,yuki joseph nakajima,athletics,1,paris 2024,2002
4757,japan,yuki kawamura,basketball,1,paris 2024,2001
4758,japan,yuki miyazawa,basketball,3,rio 2016,1993
4759,japan,yuki togashi,basketball,2,tokyo 2020,1993
4760,japan,yukiko wada,volleyball,1,paris 2024,2002
4761,mexico,yuli verdugo osuna,cycling track,2,tokyo 2020,1997
4762,ukraine,yuliia bakastova,fencing,1,paris 2024,1996
4763,japan,yume hirano,rugby sevens,2,tokyo 2020,2000
4764,japan,yumi kajihara,cycling track,2,tokyo 2020,1997
4765,italy,yumin abbadini,artistic gymnastics,1,paris 2024,2001
4766,chinese taipei,yun ju lin,table tennis,2,tokyo 2020,2001
4767,canada,yunjia zhang,fencing,1,paris 2024,2007
4768,republic of korea,yunseo lee,artistic gymnastics,2,tokyo 2020,2003
4769,people's republic of china,yunxia chen,rowing,2,tokyo 2020,1995
4770,people's republic of china,yunxia fan,hockey,1,paris 2024,2002
4771,canada,yuri kisil,swimming,3,rio 2016,1995
4772,brazil,yuri mansur guerios,equestrian,2,tokyo 2020,1979
4773,japan,yuri nagai,hockey,3,rio 2016,1992
4774,italy,yuri romano,volleyball,1,paris 2024,1997
4775,people's republic of china,yushan ou,artistic gymnastics,2,tokyo 2020,2004
4776,japan,yusuke inaba,water polo,2,tokyo 2020,2000
4777,japan,yuta obara,cycling track,1,paris 2024,1996
4778,japan,yuta watanabe,basketball,2,tokyo 2020,1994
4779,people's republic of china,yuting wang,fencing,1,paris 2024,2001
4780,serbia,yvonne anderson,basketball,2,tokyo 2020,1990
4781,canada,yvonne ejim,basketball,1,paris 2024,2002
4782,dominican republic,yvonne losos de muniz,equestrian,3,rio 2016,1967
4783,ireland,zac ward,rugby sevens,1,paris 2024,1998
4784,canada,zachary clay,artistic gymnastics,1,paris 2024,1995
4785,great britain,zachary wallace,hockey,2,tokyo 2020,1999
4786,uzbekistan,zafarmurod abdirakhmatov,football,1,paris 2024,2003
4787,iraq,zaid tahseen,football,1,paris 2024,2001
4788,south africa,zain davids,rugby sevens,2,tokyo 2020,1997
4789,morocco,zakaria el ouahdi,football,1,paris 2024,2001
4790,south africa,zakithi nene,athletics,2,tokyo 2020,1998
4791,jamaica,zandrion barnes,athletics,1,paris 2024,2001
4792,italy,zaynab dosso,athletics,1,paris 2024,1999
4793,türkiye,zehra bilgin,swimming,1,paris 2024,2002
4794,türkiye,zehra gunes,volleyball,2,tokyo 2020,1999
4795,south africa,zenani kraai,hockey,1,paris 2024,2000
4796,people's republic of china,zewen deng,water polo,2,tokyo 2020,1997
4797,azerbaijan,zeynab hummatova,rhythmic gymnastics,2,tokyo 2020,1999
4798,people's republic of china,zhangjiayang huang,rhythmic gymnastics,2,tokyo 2020,2000
4799,people's republic of china,zhanle pan,swimming,1,paris 2024,2004
4800,people's republic of china,zhanshuo zhang,swimming,1,paris 2024,2007
4801,great britain,zharnel hughes,athletics,2,tokyo 2020,1995
4802,people's republic of china,fan zhendong,table tennis,2,tokyo 2020,1997
